car,model,year,price,region,Mileage,Body Style,Engine,Gearbox,Hand Drive,Color,Condition,link,Engine Volume,Horsepower,Engine Cylinders,Drive train
VAZ (Lada),2121 NIVA (4x4) ,2019,9500.0,Armenia,41000.0,SUV / Truck,Gasoline,Manual,Left,Black,sell.condition-values.,https://auto.am/offer/3039525,1.9,89,4,AWD 4x4
Nissan,Sentra ,2015,9500.0,"Armenia, Yerevan",288000.0,Sedan,Gas,Automatic,Left,Blue,Excellent,https://auto.am/offer/3036883,1.8,130,4,FWD
Toyota,Camry ,2010,9500.0,"Armenia, Yerevan",304000.0,Sedan,Gasoline,Automatic,Left,White,Average,https://auto.am/offer/3003096,2.5,174,4,FWD
Kia,Sorento ,2004,9500.0,"Armenia, Tavush",103000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3035427,3.5,194,1,RWD
Toyota,Camry ,2012,9500.0,"Armenia, Yerevan",304000.0,Sedan,Gas,Automatic,Left,Black,Average,https://auto.am/offer/3033861,2.5,178,4,FWD
Kia,Optima ,2012,9500.0,"Armenia, Kotayk",232000.0,Sedan,Hybrid,Automatic,Left,White,Good,https://auto.am/offer/3034935,2.4,203,3,FWD
Mercedes-Benz,E 350 ,2007,9500.0,"Armenia, Yerevan",290000.0,Sedan,Gas,Automatic,Left,Black,Good,https://auto.am/offer/3038581,3.5,272,6,RWD
Mercedes-Benz,E 350 ,2007,9500.0,"Armenia, Yerevan",265000.0,Sedan,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3039558,3.5,272,6,RWD
Toyota,Camry ,2010,9500.0,"Armenia, Ararat",265600.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3040395,2.5,174,4,FWD
Mercedes-Benz,E 350 ,2006,9500.0,"Armenia, Yerevan",252000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3011388,3.5,272,6,RWD
Nissan,Pathfinder ,2003,9500.0,"Armenia, Yerevan",150000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2951045,3.5,150,6,AWD 4x4
Nissan,Juke ,2011,9500.0,Armenia,120000.0,Hatchback,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3033715,1.6,164,4,AWD 4x4
Chevrolet,Malibu ,2016,9500.0,"Armenia, Yerevan",9900.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3025371,1.5,153,4,FWD
Ford,Fusion ,2015,9500.0,"Armenia, Yerevan",225700.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3040789,2.5,180,4,FWD
Hyundai,Sonata ,2013,9500.0,"Armenia, Yerevan",183360.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3039434,1.8,148,4,FWD
Hyundai,Sonata ,2015,9500.0,"Armenia, Armavir",164800.0,Sedan,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3036440,2.4,186,4,FWD
Mercedes-Benz,E 320 ,2002,9500.0,"Armenia, Ararat",200000.0,Sedan,Gasoline,Automatic,Left,Golden,Excellent,https://auto.am/offer/3037772,3.2,224,6,RWD
Chevrolet,Cruze ,2016,9500.0,"Armenia, Yerevan",99000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3025367,1.4,153,4,FWD
Hyundai,Elantra ,2018,9500.0,"Armenia, Yerevan",153600.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039418,2.0,147,4,FWD
Mercedes-Benz,C 300 ,2008,9500.0,"Armenia, Yerevan",285000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/2814548,3.0,231,6,AWD 4x4
BMW,328,2010,9500.0,"Armenia, Yerevan",110000.0,Sedan,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/2638419,2.9,234,6,AWD 4x4
Kia,Optima ,2014,9500.0,"Armenia, Armavir",176000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3031304,2.4,142,4,FWD
BMW,328,2010,9500.0,"Armenia, Kotayk",192000.0,Sedan,Gasoline,Manual,Left,Black,Excellent,https://auto.am/offer/2734993,2.9,234,6,AWD 4x4
Toyota,Prius ,2011,9500.0,"Armenia, Yerevan",240000.0,Sedan,Hybrid,Automatic,Left,Silver,Excellent,https://auto.am/offer/3026562,2.5,181,4,FWD
Chrysler,300,2008,9500.0,"Armenia, Yerevan",312000.0,Sedan,Gas,Automatic,Left,Black,Average,https://auto.am/offer/3038048,2.7,188,6,RWD
BMW,750,2006,9500.0,"Armenia, Yerevan",168500.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3039405,3.0,258,6,RWD
BMW,230,2011,9500.0,"Armenia, Yerevan",140000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3035552,3.0,260,6,RWD
GAZ,Газель ,2008,9500.0,Armenia,230000.0,Van,Gasoline and gas,Manual,Left,White,Excellent,https://auto.am/offer/3014032,2.5,200,4,AWD 4x4
Chevrolet,Cruze ,2017,9500.0,"Armenia, Yerevan",105000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3012099,1.4,153,4,FWD
Land Rover,Range Rover Sport ,2005,9500.0,"Armenia, Yerevan",366400.0,SUV / Truck,Gas,Automatic,Left,Black,Good,https://auto.am/offer/3035543,4.4,299,8,AWD 4x4
BMW,328,2011,9500.0,"Armenia, Yerevan",215000.0,Coupe,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3039155,3.0,234,6,AWD 4x4
Kia,Optima ,2016,9500.0,"Armenia, Yerevan",156800.0,Sedan,Gasoline,Automatic,Left,Silver,Damaged,https://auto.am/offer/3033708,2.4,184,4,FWD
Mazda,3,2013,9500.0,"Armenia, Yerevan",176000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3028774,2.0,155,4,FWD
Honda,Elysion ,2007,9500.0,"Armenia, Yerevan",165000.0,Minivan / Minibus,Gas,Automatic,Left,White,Good,https://auto.am/offer/3039238,2.4,150,4,FWD
Chevrolet,Volt ,2014,9500.0,"Armenia, Shirak",244000.0,Hatchback,Hybrid,Automatic,Left,Black,Excellent,https://auto.am/offer/3031608,1.4,149,4,FWD
Jaguar,XF ,2009,9500.0,"Armenia, Shirak",198765.0,Sedan,Gas,Automatic,Left,Sky-blue,Excellent,https://auto.am/offer/3031331,2.5,200,4,AWD 4x4
Nissan,Altima ,2016,9500.0,"Armenia, Yerevan",276800.0,Sedan,Gas,Automatic,Left,Black,Good,https://auto.am/offer/3036776,2.5,131,4,FWD
Hyundai,Elantra ,2011,9500.0,"Armenia, Yerevan",195040.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3015585,1.8,148,4,FWD
Ford,Focus ,2017,9500.0,"Armenia, Yerevan",170000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3038354,2.0,160,4,FWD
Nissan,Murano ,2009,9500.0,"Armenia, Gegharkunik",196800.0,SUV / Truck,Gasoline,CVT Variable,Left,Black,Excellent,https://auto.am/offer/2887848,2.5,170,4,AWD 4x4
Mercedes-Benz,Vito ,2000,9500.0,"Armenia, Armavir",100000.0,Minivan / Minibus,Gasoline and gas,Manual,Transformed from right to left,Silver,Excellent,https://auto.am/offer/2730744,2.4,166,4,RWD
Acura,TL ,2009,9500.0,"Armenia, Kotayk",240000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3038895,3.5,280,6,FWD
Honda,Elysion ,2004,9500.0,"Armenia, Yerevan",179000.0,Minivan / Minibus,Gasoline,Automatic,Right,Silver,Excellent,https://auto.am/offer/3040402,2.4,160,4,FWD
Infiniti,EX35 ,2009,9500.0,"Armenia, Yerevan",192000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3028981,3.5,200,6,AWD 4x4
Jeep,Liberty ,2010,9400.0,"Armenia, Yerevan",204700.0,SUV / Truck,Gas,Automatic,Left,Gray,Good,https://auto.am/offer/3035071,2.5,200,6,AWD 4x4
Ford,Focus ,2018,9400.0,"Armenia, Yerevan",145.0,Hatchback,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3025934,2.0,150,4,FWD
Infiniti,FX35 ,2006,9400.0,"Armenia, Gegharkunik",320000.0,SUV / Truck,Gas,Automatic,Left,White,Good,https://auto.am/offer/3040238,3.5,280,6,AWD 4x4
Nissan,Xterra ,2005,9400.0,"Armenia, Kotayk",262400.0,SUV / Truck,Gas,Automatic,Left,White,Excellent,https://auto.am/offer/3040217,4.0,269,4,AWD 4x4
Toyota,Camry ,2011,9400.0,"Armenia, Yerevan",270000.0,Sedan,Gas,Automatic,Left,White,Excellent,https://auto.am/offer/3040681,2.4,158,4,FWD
Nissan,Sentra ,2019,9400.0,"Armenia, Kotayk",32000.0,Sedan,Gasoline,Automatic,Left,Black,Damaged,https://auto.am/offer/3034450,1.8,129,4,FWD
Volkswagen,Jetta ,2016,9400.0,Armenia,97448.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3030675,1.4,122,4,FWD
BMW,528,2008,9400.0,"Armenia, Yerevan",272000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3039136,2.8,234,6,RWD
Chevrolet,Volt ,2013,9300.0,"Armenia, Yerevan",22000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3024795,1.4,149,4,FWD
Hyundai,Elantra ,2011,9300.0,"Armenia, Yerevan",190400.0,Sedan,Gasoline and gas,Automatic,Left,Black,Excellent,https://auto.am/offer/2950000,1.8,145,4,FWD
Kia,Forte Coupe ,2012,9300.0,"Armenia, Yerevan",198000.0,Coupe,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3035395,2.0,156,4,FWD
Suzuki,Kizashi ,2012,9300.0,"Armenia, Yerevan",189000.0,Sedan,Gasoline,Automatic,Left,Cherry,Good,https://auto.am/offer/2786774,0.7,180,4,FWD
BMW,328,2010,9300.0,"Armenia, Yerevan",193000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3030698,3.0,234,6,AWD 4x4
Chrysler,200,2015,9300.0,"Armenia, Yerevan",214400.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3037025,2.4,184,4,FWD
Hyundai,Sonata ,2011,9300.0,"Armenia, Yerevan",216000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2989174,2.25,180,4,FWD
Nissan,X-Trail ,2007,9300.0,"Armenia, Yerevan",130000.0,SUV / Truck,Gas,Automatic,Left,Black,Good,https://auto.am/offer/3040583,2.0,150,4,AWD 4x4
Opel,Combo ,2012,9300.0,"Armenia, Yerevan",199000.0,Hatchback,Gas,Manual,Left,White,Good,https://auto.am/offer/2526209,2.5,200,4,AWD 4x4
Chevrolet,Cruze ,2016,9300.0,"Armenia, Yerevan",120000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3035648,1.4,153,4,FWD
Kia,Forte ,2011,9300.0,"Armenia, Yerevan",220800.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3039112,2.0,156,4,FWD
Honda,Elysion ,2005,9300.0,"Armenia, Yerevan",193000.0,Minivan / Minibus,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/2823616,3.0,250,4,FWD
Hyundai,Elantra ,2013,9300.0,"Armenia, Yerevan",175200.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3039148,1.8,149,4,FWD
Chevrolet,Cruze ,2017,9300.0,"Armenia, Aragatsotn",180000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3035862,1.4,153,4,FWD
Mercedes-Benz,E 320 ,2004,9300.0,"Armenia, Yerevan",327000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3040626,3.2,224,6,AWD 4x4
Ford,Fusion ,2015,9300.0,"Armenia, Yerevan",241600.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3040530,2.0,180,4,FWD
Volkswagen,Touareg ,2008,9300.0,"Armenia, Yerevan",215000.0,SUV / Truck,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3031491,3.6,109,6,AWD 4x4
Chevrolet,Cruze ,2016,9300.0,"Armenia, Yerevan",161600.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/2989161,1.4,153,4,FWD
Chevrolet,Volt ,2015,9300.0,"Armenia, Yerevan",272000.0,Sedan,Hybrid,Automatic,Left,White,Excellent,https://auto.am/offer/3026718,1.4,161,4,FWD
Chevrolet,Malibu ,2016,9300.0,Armenia,192000.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3027360,1.5,153,4,FWD
Jeep,Compass ,2018,9300.0,Armenia,87000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/3033817,2.4,180,4,AWD 4x4
VAZ (Lada),2121 NIVA (4x4) ,2020,9300.0,"Armenia, Shirak",55000.0,Coupe,Gasoline,Manual,Left,Cherry,Excellent,https://auto.am/offer/3033957,1.7,200,4,AWD 4x4
Mercedes-Benz,B 180 ,2011,9300.0,"Armenia, Yerevan",56000.0,Hatchback,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3026949,4.1,306,7,AWD 4x4
Nissan,X-Trail ,2005,9300.0,"Armenia, Shirak",160000.0,SUV / Truck,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/2979661,2.5,170,4,AWD 4x4
Honda,CR-V ,2008,9250.0,"Armenia, Yerevan",300000.0,SUV / Truck,Gas,Automatic,Left,Black,Good,https://auto.am/offer/3040322,1.5,120,4,FWD
Chrysler,200,2015,9200.0,"Armenia, Yerevan",170000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2950353,2.4,184,4,FWD
Subaru,Tribeca ,2008,9200.0,"Armenia, Yerevan",90000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3018113,3.6,200,4,AWD 4x4
Toyota,Camry ,2010,9200.0,"Armenia, Yerevan",21120.0,Sedan,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3037540,2.5,174,4,FWD
Mercedes-Benz,E 350 ,2006,9200.0,"Armenia, Yerevan",200000.0,Sedan,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3027950,3.5,272,6,RWD
Volkswagen,Jetta ,2011,9200.0,"Armenia, Yerevan",215000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3038348,2.5,170,5,FWD
Toyota,Estima ,2007,9200.0,"Armenia, Yerevan",285000.0,Minivan / Minibus,Gasoline and gas,CVT Variable,Left,Gray,Excellent,https://auto.am/offer/3017918,2.4,158,6,FWD
Chevrolet,Volt ,2012,9200.0,"Armenia, Yerevan",212800.0,Sedan,Hybrid,Automatic,Left,Brown,Excellent,https://auto.am/offer/3034816,1.4,149,4,FWD
Kia,Rio ,2015,9200.0,"Armenia, Yerevan",120000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3040612,1.4,192,4,FWD
Nissan,Juke ,2011,9200.0,"Armenia, Yerevan",137600.0,SUV / Truck,Gasoline,Automatic,Left,Red,Average,https://auto.am/offer/3036936,1.6,164,4,AWD 4x4
Mazda,6,2012,9200.0,"Armenia, Yerevan",136000.0,Sedan,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3036828,2.5,170,6,FWD
Chevrolet,Malibu ,2012,9200.0,"Armenia, Kotayk",237468.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3024279,2.0,258,4,FWD
BMW,535,2008,9200.0,"Armenia, Yerevan",245000.0,Sedan,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/2564674,3.0,306,6,RWD
Ford,Focus ,2018,9200.0,"Armenia, Armavir",108000.0,Sedan,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3026159,2.0,179,4,FWD
Mazda,6,2012,9150.0,"Armenia, Yerevan",244800.0,Sedan,Gasoline and gas,Automatic,Left,White,Good,https://auto.am/offer/2951887,2.5,170,6,FWD
Nissan,Teana ,2008,9100.0,"Armenia, Yerevan",171500.0,Sedan,Gasoline and gas,CVT Variable,Left,White,Excellent,https://auto.am/offer/3035836,2.5,109,2,FWD
Kia,Sorento ,2006,9100.0,"Armenia, Yerevan",200000.0,SUV / Truck,Gasoline and gas,Automatic,Left,Sky-blue,Excellent,https://auto.am/offer/3035519,3.5,200,4,AWD 4x4
Mercedes-Benz,C 180 ,2010,9100.0,"Armenia, Yerevan",264000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3024907,1.8,156,6,AWD 4x4
Mazda,CX5 ,2020,22500.0,"Armenia, Yerevan",64000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3005452,2.5,189,4,AWD 4x4
Kia,Sorento ,2005,9000.0,Armenia,200000.0,SUV / Truck,Gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3034963,2.5,200,4,AWD 4x4
BMW,528,2007,9000.0,"Armenia, Yerevan",284000.0,Sedan,Gasoline,Automatic,Left,Blue,Good,https://auto.am/offer/3027526,2.8,234,6,FWD
Infiniti,FX35 ,2007,9000.0,"Armenia, Yerevan",295000.0,SUV / Truck,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3036977,3.5,280,6,AWD 4x4
Kia,Forte ,2012,9000.0,"Armenia, Yerevan",168000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3036851,1.6,124,4,FWD
Toyota,Camry ,2008,9000.0,"Armenia, Yerevan",368000.0,Sedan,Gas,Automatic,Left,White,Good,https://auto.am/offer/3024056,2.4,147,4,FWD
Jeep,Liberty ,2010,9000.0,"Armenia, Yerevan",224000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3027182,2.5,200,6,AWD 4x4
Kia,Rio ,2013,9000.0,"Armenia, Yerevan",126000.0,Sedan,Gasoline,Automatic,Left,Black,Good,https://auto.am/offer/2986468,1.4,107,4,FWD
Ford,Focus ,2017,9000.0,"Armenia, Yerevan",99200.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3017320,2.0,160,4,FWD
Infiniti,EX35 ,2008,9000.0,"Armenia, Yerevan",142400.0,SUV / Truck,Gas,Automatic,Left,Black,Excellent,https://auto.am/offer/3034228,3.5,302,6,RWD
Kia,Forte Coupe ,2015,9000.0,"Armenia, Yerevan",112000.0,Coupe,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3018102,2.4,192,4,FWD
Kia,Rio ,2016,9000.0,"Armenia, Yerevan",250000.0,Sedan,Gasoline,Automatic,Left,Օther color,Good,https://auto.am/offer/3037602,1.6,184,4,FWD
Mercedes-Benz,E 320 ,2004,9000.0,"Armenia, Aragatsotn",240000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037826,3.2,224,6,AWD 4x4
Hyundai,Elantra ,2012,9000.0,"Armenia, Yerevan",224000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3040136,1.8,150,5,FWD
Ford,Fusion ,2014,9000.0,"Armenia, Yerevan",220000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/2983148,2.0,231,4,FWD
BMW,535,2008,9000.0,"Armenia, Yerevan",260000.0,Sedan,Gasoline,Automatic,Left,Black,Average,https://auto.am/offer/3033377,3.0,306,6,RWD
Chevrolet,Volt ,2012,9000.0,"Armenia, Kotayk",210000.0,Sedan,Hybrid,Automatic,Left,White,Excellent,https://auto.am/offer/3019115,1.4,149,4,FWD
Chevrolet,Cruze ,2013,9000.0,"Armenia, Yerevan",90000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3032479,1.4,149,4,FWD
Hyundai,Elantra ,2014,9000.0,"Armenia, Lori",140000.0,Sedan,Gasoline,Automatic,Left,Silver,Good,https://auto.am/offer/3040192,1.8,196,4,FWD
VAZ (Lada),NIVA Legend ,2021,9000.0,"Armenia, Kotayk",31800.0,Wagon,Gasoline,Manual,Left,Silver,Excellent,https://auto.am/offer/3039869,1.7,200,4,AWD 4x4
BMW,750,2005,9000.0,"Armenia, Yerevan",250000.0,Sedan,Gasoline,Semi-automatic,Left,Black,Average,https://auto.am/offer/3026761,2.5,218,6,RWD
Mitsubishi,Pajero ,2002,9000.0,"Armenia, Syunik",87000.0,SUV / Truck,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3019420,2.2,250,6,AWD 4x4
Hyundai,Sonata ,2010,9000.0,"Armenia, Yerevan",208000.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3038814,2.4,166,4,FWD
Mercedes-Benz,E 320 ,2004,9000.0,"Armenia, Yerevan",233000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3026383,3.2,224,6,AWD 4x4
Ford,Fusion ,2013,9000.0,"Armenia, Yerevan",196290.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3026173,2.5,176,4,FWD
Subaru,Forester ,2004,9000.0,"Armenia, Yerevan",253000.0,Wagon,Gasoline and gas,Manual,Right,Silver,Good,https://auto.am/offer/3034860,2.0,137,4,AWD 4x4
Toyota,Camry ,2009,9000.0,"Armenia, Yerevan",304000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/2832049,2.5,171,4,FWD
BMW,525,2008,9000.0,"Armenia, Yerevan",146000.0,Sedan,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3022096,3.0,234,6,RWD
Hyundai,Accent ,2016,9000.0,"Armenia, Yerevan",90000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2828930,1.6,137,4,FWD
Lexus,RX 330 ,2005,9000.0,"Armenia, Shirak",315200.0,Wagon,Gasoline,Automatic,Left,Beige,Good,https://auto.am/offer/2640241,3.3,234,5,FWD
Toyota,Camry ,2007,9000.0,"Armenia, Yerevan",320000.0,Sedan,Gasoline,Automatic,Left,White,Good,https://auto.am/offer/3034876,2.95,158,4,FWD
Mini,Countryman ,2011,9000.0,"Armenia, Yerevan",251000.0,Hatchback,Gasoline,Manual,Left,Red,Excellent,https://auto.am/offer/3004129,1.6,184,4,AWD 4x4
Volkswagen,Transporter ,2008,9000.0,"Armenia, Armavir",250000.0,Minivan / Minibus,Gasoline,Manual,Left,Gray,Excellent,https://auto.am/offer/3038427,3.6,109,6,AWD 4x4
Mercedes-Benz,E 320 ,1999,9000.0,"Armenia, Yerevan",170000.0,Sedan,Gas,Automatic,Left,Silver,Excellent,https://auto.am/offer/3016835,3.2,224,6,RWD
Mercedes-Benz,320,1999,9000.0,"Armenia, Syunik",260000.0,Van,Diesel,Manual,Left,White,Good,https://auto.am/offer/3035856,2.9,224,5,RWD
Toyota,Voxy ,2004,9000.0,"Armenia, Kotayk",225000.0,Minivan / Minibus,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3037467,2.0,155,4,FWD
BMW,745,2004,9000.0,"Armenia, Syunik",245000.0,Sedan,Gasoline and gas,Automatic,Left,Gray,Good,https://auto.am/offer/3037989,4.5,192,6,RWD
Chevrolet,Cruze ,2017,9000.0,"Armenia, Ararat",140000.0,Sedan,Gasoline,Automatic,Left,Red,Good,https://auto.am/offer/3036458,1.4,153,4,FWD
Honda,Elysion ,2005,9000.0,"Armenia, Yerevan",155000.0,Minivan / Minibus,Gasoline and gas,Automatic,Right,White,Good,https://auto.am/offer/3035814,3.0,250,4,AWD 4x4
Hyundai,Elantra ,2014,9000.0,"Armenia, Aragatsotn",168000.0,Sedan,Gasoline,Automatic,Left,Silver,New,https://auto.am/offer/3024747,1.8,196,4,FWD
Mercedes-Benz,E 350 ,2005,9000.0,"Armenia, Ararat",162000.0,Sedan,Gasoline and gas,Automatic,Left,White,Good,https://auto.am/offer/3039147,3.5,270,6,RWD
Hyundai,Elantra ,2015,9000.0,"Armenia, Yerevan",217600.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3036432,1.8,148,4,FWD
Ford,Focus ,2015,9000.0,"Armenia, Yerevan",150000.0,Sedan,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/3034853,2.0,159,4,FWD
Hyundai,Elantra ,2013,9000.0,"Armenia, Yerevan",196800.0,Sedan,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3035913,1.8,148,4,FWD
Mercedes-Benz,CLS 350 ,2005,9000.0,"Armenia, Yerevan",117000.0,Coupe,Gasoline,Automatic,Left,Silver,Excellent,https://auto.am/offer/2967703,3.5,272,6,RWD
Mercedes-Benz,E 200 ,2000,9000.0,"Armenia, Shirak",164000.0,Sedan,Gas,Manual,Left,Silver,Good,https://auto.am/offer/3039720,2.0,136,4,RWD
Nissan,Altima ,2013,9000.0,"Armenia, Lori",213000.0,Sedan,Gasoline,Automatic,Left,Gray,Good,https://auto.am/offer/3031955,2.5,173,4,FWD
Chevrolet,Volt ,2014,9000.0,"Armenia, Yerevan",153000.0,Hatchback,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/3030286,1.4,149,4,FWD
Mercedes-Benz,E 320 ,2003,9000.0,"Armenia, Armavir",350000.0,Sedan,Gas,Automatic,Left,Silver,Good,https://auto.am/offer/3028186,3.2,224,6,RWD
Volkswagen,Jetta ,2014,9000.0,"Armenia, Yerevan",55000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3040720,1.8,200,4,FWD
Lexus,GX 460 ,2022,89700.0,Armenia,15000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2819933,3.5,254,4,AWD 4x4
Porsche,Macan ,2022,89700.0,Armenia,200.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/2942247,2.5,200,4,AWD 4x4
BMW,750,2021,89700.0,Armenia,13000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/2848027,3.0,340,6,AWD 4x4
Land Rover,Range Rover Sport ,2018,89000.0,"Armenia, Yerevan",55800.0,SUV / Truck,Gasoline,Automatic,Left,Blue,Excellent,https://auto.am/offer/2968748,3.0,380,6,AWD 4x4
Mercedes-Benz,GLE 350 ,2022,89000.0,"Armenia, Yerevan",18000.0,Wagon,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3026437,4.0,408,8,AWD 4x4
Mercedes-Benz,G 500 ,2016,89000.0,Armenia,70000.0,Wagon,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3030435,4.0,316,8,AWD 4x4
BMW,X6 ,2020,89000.0,"Armenia, Yerevan",27000.0,SUV / Truck,Gasoline,Automatic,Left,Gray,Excellent,https://auto.am/offer/3019532,4.4,531,8,AWD 4x4
BMW,X5 ,2022,89000.0,"Armenia, Yerevan",12000.0,SUV / Truck,Gasoline,Automatic,Left,White,Excellent,https://auto.am/offer/3036781,3.0,482,7,AWD 4x4
BMW,740,2019,89000.0,"Armenia, Yerevan",43000.0,Sedan,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3034556,3.0,326,6,RWD
Lexus,GX 460 ,2021,89000.0,"Armenia, Yerevan",5000.0,SUV / Truck,Gasoline,Automatic,Left,Black,Excellent,https://auto.am/offer/3023873,4.6,301,8,AWD 4x4
